,dvvmethod,modelcase,freqband,a0,p1,a_{precip},p2,t_{shiftdays},S1,log10tmin1,log10tmax1,S2,log10tmin2,log10tmax2,b_{lin},logf,AIC,BIC,residu_absmean,residu_var
BP.CCRB-BP.CCRB,stretching,base,0.9-1.2,0.0045734822,-0.0000804980,0.0242600000,0.0015597329,1.8981853011,0.0196662653,6.2930000000,8.6283671862,0.0403061540,6.9960000000,8.5698566488,,-3.6766896792,-7350.5608121902,-7301.1701066844,0.0230123883,0.0008510463
BP.CCRB-BP.EADB,stretching,base,0.9-1.2,0.0112267872,-0.0003225003,0.0242600000,0.0006363328,6.5932362164,0.0275541407,6.2930000000,8.5459709493,0.0581594060,6.9960000000,8.5550531358,,-3.8684917893,-7002.2377331942,-6953.1964364713,0.0251071325,0.0011500742
BP.CCRB-BP.FROB,stretching,base,0.9-1.2,0.0200118004,-0.0016280544,0.0242600000,-0.0003264307,89.2894950204,0.0197922658,6.2930000000,8.8888901346,0.0398544164,6.9960000000,8.5245139063,,-4.7420177696,-5586.7511991541,-5540.4903360876,0.0216119661,0.0010411790
BP.CCRB-BP.JCSB,stretching,base,0.9-1.2,0.0297483763,-0.0063684925,0.0242600000,-0.0012618724,89.7009065664,0.0140694763,6.2930000000,9.1235599501,0.0281988915,6.9960000000,8.7285434469,,-9.2285226072,-6103.8057431093,-6055.8185043659,0.0359760512,0.0024587035
BP.CCRB-BP.LCCB,stretching,base,0.9-1.2,0.0147558085,-0.0001050604,0.0242600000,0.0004601853,57.6683899519,0.0096207599,6.2930000000,8.6597031484,0.0400275919,6.9960000000,8.7015059652,,-3.8358005535,-7142.3531438202,-7093.3118470973,0.0231455797,0.0008444196
BP.CCRB-BP.MMNB,stretching,base,0.9-1.2,0.0057129298,-0.0001033693,0.0242600000,0.0006053532,89.5232598920,0.0247344660,6.2930000000,8.5494792280,0.0502813951,6.9960000000,8.4788504895,,-3.7095260496,-6760.3321926676,-6711.7637265190,0.0251676108,0.0010760247
BP.CCRB-BP.SCYB,stretching,base,0.9-1.2,0.0063217796,-0.0000439740,0.0242600000,0.0013486147,43.0985945293,0.0200368033,6.2930000000,8.5616582397,0.0502308963,6.9960000000,8.4990395054,,-4.1579741150,-7241.7462697687,-7192.7322768118,0.0187550631,0.0006397984
BP.CCRB-BP.SMNB,stretching,base,0.9-1.2,-0.0056264463,-0.0000159994,0.0242600000,0.0013167757,3.1368737051,0.0219215607,6.2930000000,8.3291264506,0.0573766488,6.9960000000,8.2877702528,,-3.6520316872,-6829.3639539914,-6780.7388839643,0.0227280923,0.0009921393
BP.CCRB-BP.VCAB,stretching,base,0.9-1.2,0.0098054370,-0.0010362407,0.0242600000,-0.0007706746,85.9250571279,0.0157322246,6.2930000000,8.6362052547,0.0337834400,6.9960000000,8.6184236731,,-3.2843251132,-6593.7534632109,-6544.9046104749,0.0341625562,0.0022960585
BP.EADB-BP.EADB,stretching,base,0.9-1.2,0.0150396288,-0.0000309073,0.0242600000,-0.0002970636,58.4650588385,0.0265835065,6.2930000000,8.5579580751,0.0532397597,6.9960000000,8.5594462249,,-3.7226070376,-7917.7583826297,-7867.4255179365,0.0236408211,0.0009121958
BP.EADB-BP.FROB,stretching,base,0.9-1.2,0.0089039439,-0.0010000002,0.0242600000,0.0005869632,88.8451005186,0.0114740626,6.2930000000,8.5395537276,0.0410793715,6.9960000000,8.6446038125,,-5.2283233176,-6372.6805055538,-6324.8430814904,0.0234365288,0.0010414873
BP.EADB-BP.GHIB,stretching,base,0.9-1.2,0.0116528217,-0.0000287656,0.0242600000,0.0031801785,11.7077554237,0.0300385620,6.2930000000,8.6863341229,0.0605868038,6.9960000000,8.5594788488,,-2.7346935296,-6150.9214396105,-6102.1281425292,0.0578200026,0.0059927630
BP.EADB-BP.JCNB,stretching,base,0.9-1.2,-0.0328451847,-0.0000264627,0.0242600000,0.0023531656,3.2511052868,0.0312295752,6.2930000000,8.5202331280,0.0673061313,6.9960000000,8.4975920559,,-2.8801625618,-5263.8952397289,-5217.0308975523,0.0597111138,0.0055050619
BP.EADB-BP.JCSB,stretching,base,0.9-1.2,0.0091016162,-0.0002981700,0.0242600000,0.0042247586,62.3480716805,0.0597186976,6.2930000000,8.5980570863,0.1204873808,6.9960000000,8.6213159798,,-2.0300669215,-5461.3974539917,-5413.0292308686,0.1160204444,0.0187554767
BP.EADB-BP.LCCB,stretching,base,0.9-1.2,0.0082899873,-0.0000136862,0.0242600000,0.0010534132,89.3582134885,0.0342557780,6.2930000000,8.6213675165,0.0701938991,6.9960000000,8.5422948748,,-3.2453970828,-7436.9121596094,-7386.6529901324,0.0371178890,0.0022169463
BP.EADB-BP.MMNB,stretching,base,0.9-1.2,0.0086773826,-0.0005058832,0.0242600000,0.0014514828,50.0186048562,0.0190667954,6.2930000000,8.5931974985,0.0603617129,6.9960000000,8.6157956298,,-3.3970847824,-7214.4422420703,-7164.8675241965,0.0298896450,0.0014601988
BP.EADB-BP.SCYB,stretching,base,0.9-1.2,0.0181651351,-0.0028018616,0.0242600000,-0.0004305297,88.0261133136,0.0194422778,6.2930000000,8.6006221814,0.0592746163,6.9960000000,8.6564264267,,-5.5154445009,-7602.6887310580,-7552.6534022681,0.0238197318,0.0011471283
BP.EADB-BP.SMNB,stretching,base,0.9-1.2,0.0064044411,-0.0000196837,0.0242600000,0.0018481151,3.4603393069,0.0182815840,6.2930000000,8.5663494316,0.0527778523,6.9960000000,8.5710445553,,-9.1170859290,-7483.1398916348,-7433.5131129419,0.0218553744,0.0008765743
BP.EADB-BP.VCAB,stretching,base,0.9-1.2,0.0009058827,-0.0000663182,0.0242600000,0.0010812934,89.8439156973,0.0281203410,6.2930000000,8.6082156589,0.0573088916,6.9960000000,8.5610845030,,-3.2232739986,-7309.0864733039,-7259.0260661349,0.0363127865,0.0022448855
BP.FROB-BP.JCSB,stretching,base,0.9-1.2,0.0468467716,-0.0038132483,0.0242600000,-0.0018841229,0.0231650137,0.0113296905,6.2930000000,9.1184355294,0.0229238454,6.9960000000,8.9481088746,,-8.6621857417,-5700.3272922507,-5653.2362226817,0.0321826487,0.0022495823
BP.FROB-BP.LCCB,stretching,base,0.9-1.2,0.0091941637,-0.0000307692,0.0242600000,0.0017074740,0.0556725622,0.0137099767,6.2930000000,8.5244646480,0.0311461652,6.9960000000,8.6715744101,,-8.0519270733,-6279.9039004732,-6232.1876895616,0.0215298227,0.0011146313
BP.FROB-BP.MMNB,stretching,base,0.9-1.2,0.0218252040,-0.0000147015,0.0242600000,0.0007681860,1.9715538186,0.0151030397,6.2930000000,8.7786412520,0.0365062505,6.9960000000,8.7552013432,,-3.6659508264,-5764.3931658900,-5717.5288237134,0.0285054504,0.0014129582
BP.FROB-BP.SCYB,stretching,base,0.9-1.2,0.0158934575,-0.0000384997,0.0242600000,0.0012564992,47.6524791444,0.0057706664,6.2930000000,8.7795248017,0.0273258032,6.9960000000,8.7468181166,,-5.7104297279,-6085.2919453377,-6037.8530253263,0.0255167210,0.0012824338
BP.FROB-BP.SMNB,stretching,base,0.9-1.2,0.0097881564,-0.0000214574,0.0242600000,0.0003521636,89.3943378573,0.0123823167,6.2930000000,8.8006048586,0.0252696777,6.9960000000,8.6158140878,,-7.0307574557,-6376.8006963014,-6329.1762055815,0.0205383942,0.0007748357
BP.FROB-BP.VCAB,stretching,base,0.9-1.2,0.0003870647,-0.0000622431,0.0242600000,-0.0008980972,0.3828727046,0.0237393014,6.2930000000,8.6627285326,0.0475284752,6.9960000000,8.5008497191,,-3.6402896650,-6084.9823713232,-6037.3578806033,0.0290791084,0.0016382266
BP.GHIB-BP.GHIB,stretching,base,0.9-1.2,0.0341602885,-0.0001552377,0.0242600000,0.0010001247,3.6179212758,0.0499519059,6.2930000000,8.7863730010,0.1000350190,6.9960000000,8.4866698818,,-3.2581243311,-5950.2170458020,-5902.2298070586,0.0385661114,0.0036434719
BP.GHIB-BP.JCSB,stretching,base,0.9-1.2,0.0423610564,-0.0000140574,0.0242600000,0.0012673296,80.7042338431,0.0265630502,6.2930000000,9.0149692037,0.0537125833,6.9960000000,8.7964083918,,-9.7380910753,-6217.2181755363,-6168.9368044207,0.0381403718,0.0027254473
BP.JCNB-BP.LCCB,stretching,base,0.9-1.2,-0.0000028934,-0.0000132212,0.0242600000,0.0002749196,13.4512112782,0.0413255575,6.2930000000,8.4419894197,0.0828293272,6.9960000000,8.3907007827,,-6.2426661768,-5381.3634824241,-5334.4664871661,0.0457891263,0.0039540373
BP.JCNB-BP.MMNB,stretching,base,0.9-1.2,0.0106244853,-0.0041385871,0.0242600000,-0.0010818675,84.3046044106,0.0056342680,6.2930000000,9.3070911724,0.0124149047,6.9960000000,8.7856436683,,-6.7238365456,-5174.7193596265,-5128.3217429433,0.0444292138,0.0039986063
BP.JCSB-BP.JCSB,stretching,base,0.9-1.2,0.0544523025,-0.0000151462,0.0242600000,-0.0010512361,1.1947008768,0.0040237477,6.2930000000,11.2871244122,0.0086228226,6.9960000000,10.6496559876,,-4.8573061808,-6831.5237095968,-6781.8969309038,0.0444809510,0.0035232256
BP.JCSB-BP.LCCB,stretching,base,0.9-1.2,0.0230954288,-0.0000277753,0.0242600000,0.0012663111,0.1218664998,0.0272554599,6.2930000000,8.7005528488,0.0585928643,6.9960000000,8.6812842727,,-7.8964989519,-6919.9347318408,-6870.2561172141,0.0368709889,0.0030390543
BP.JCSB-BP.MMNB,stretching,base,0.9-1.2,0.0203535777,-0.0000428346,0.0242600000,0.0006153186,89.7043695651,0.0226837266,6.2930000000,8.6751540657,0.0465865295,6.9960000000,8.7594778669,,-6.2084830313,-6631.6855758428,-6582.7814234698,0.0331745235,0.0021605346
BP.JCSB-BP.SCYB,stretching,base,0.9-1.2,0.0416965565,-0.0000820335,0.0242600000,-0.0007500346,0.1220573025,0.0242065040,6.2930000000,9.0173819019,0.0487669932,6.9960000000,8.8382396839,,-8.2778790106,-6533.8219837523,-6484.7534452469,0.0423641378,0.0033958396
BP.JCSB-BP.SMNB,stretching,base,0.9-1.2,0.0151226561,-0.0002891167,0.0242600000,0.0003930886,78.4209918932,0.0225400729,6.2930000000,8.7610187264,0.0452864203,6.9960000000,8.5698967474,,-9.0520584052,-6596.6954531432,-6547.5997345582,0.0399871228,0.0030895320
BP.JCSB-BP.VCAB,stretching,base,0.9-1.2,0.0151279740,-0.0009199849,0.0242600000,0.0014616814,0.4014325965,0.0162936263,6.2930000000,8.8275722703,0.0334691964,6.9960000000,8.6286773185,,-8.7006822082,-6751.0806254511,-6702.1214271100,0.0281841200,0.0018432661
BP.LCCB-BP.LCCB,stretching,base,0.9-1.2,0.0108307384,-0.0000188496,0.0242600000,0.0018606474,1.2846993091,0.0052214860,6.2930000000,8.5664276112,0.0634741678,6.9960000000,8.6612763801,,-3.2840590700,-7608.0297659843,-7557.6480213864,0.0334095579,0.0018327185
BP.LCCB-BP.MMNB,stretching,base,0.9-1.2,0.0218461877,-0.0000046433,0.0242600000,0.0006676382,83.1980929361,0.0100760580,6.2930000000,8.7818328046,0.0486895960,6.9960000000,8.8811704337,,-3.3875120335,-7070.7069288153,-7021.1322109415,0.0341205064,0.0019929287
BP.LCCB-BP.SCYB,stretching,base,0.9-1.2,0.0170929101,-0.0000769253,0.0242600000,0.0010108292,31.2945627364,0.0119131735,6.2930000000,8.7965801091,0.0374882944,6.9960000000,8.8113847059,,-4.1565736221,-7941.5197177107,-7891.5095198201,0.0191830038,0.0005548450
BP.LCCB-BP.SMNB,stretching,base,0.9-1.2,0.0210746152,-0.0000796667,0.0242600000,0.0014324781,19.3969201348,0.0179021134,6.2930000000,8.7675633228,0.0491657395,6.9960000000,8.7916713290,,-3.3391739727,-7254.8098358044,-7205.1312211777,0.0337320733,0.0015357282
BP.LCCB-BP.VCAB,stretching,base,0.9-1.2,0.0397372983,-0.0036676692,0.0242600000,0.0007892760,1.2367510798,0.0084463639,6.2930000000,8.0569422016,0.0176344062,6.9960000000,9.6965639689,,-3.9820000261,-7685.7487707980,-7635.6383635567,0.0226097628,0.0010915790
BP.MMNB-BP.MMNB,stretching,base,0.9-1.2,0.0172741720,-0.0001228312,0.0242600000,0.0003310568,83.8099654253,0.0106344815,6.2930000000,8.6964004359,0.0409493603,6.9960000000,8.8033995719,,-3.7157869922,-7503.1444086812,-7453.4141810717,0.0243089333,0.0009633390
BP.MMNB-BP.SCYB,stretching,base,0.9-1.2,0.0169283797,-0.0012901464,0.0242600000,0.0015949260,0.0048236278,0.0083867478,6.2930000000,8.7477642738,0.0364782229,6.9960000000,8.7583261335,,-4.4213638763,-7687.9471085762,-7638.4509078854,0.0165750666,0.0004610643
BP.MMNB-BP.SMNB,stretching,base,0.9-1.2,0.0132758624,-0.0013281621,0.0242600000,-0.0001652213,74.3383053200,0.0157989358,6.2930000000,8.6606018053,0.0340878987,6.9960000000,8.6761977759,,-4.6357085500,-7442.3880160324,-7393.2651787919,0.0164914667,0.0004763176
BP.MMNB-BP.VCAB,stretching,base,0.9-1.2,0.0013699100,-0.0000196139,0.0242600000,0.0005780382,0.2991453050,0.0269880111,6.2930000000,8.5467709676,0.0540289097,6.9960000000,8.5414541914,,-3.2562901302,-6765.3839474763,-6716.0729764831,0.0371149943,0.0027998525
BP.SCYB-BP.SCYB,stretching,base,0.9-1.2,0.0146638880,-0.0000178933,0.0242600000,0.0015556932,0.0271362440,0.0108639145,6.2930000000,8.7295667030,0.0462949628,6.9960000000,8.7465985298,,-4.0294918351,-7772.6389876381,-7722.4787877942,0.0208588683,0.0009721272
BP.SCYB-BP.SMNB,stretching,base,0.9-1.2,0.0082729703,-0.0004349245,0.0242600000,0.0016567105,2.9748649528,0.0147136986,6.2930000000,8.5125813297,0.0430608352,6.9960000000,8.5415072826,,-3.7690572490,-7485.5506679728,-7435.9759500990,0.0214860864,0.0008115160
BP.SCYB-BP.VCAB,stretching,base,0.9-1.2,0.0011680893,-0.0000358832,0.0242600000,0.0011607128,28.2548735378,0.0200005777,6.2930000000,8.6259398710,0.0404660476,6.9960000000,8.5503170339,,-3.4958558130,-7238.3444926979,-7188.5117003614,0.0306442907,0.0019466537
BP.SMNB-BP.SMNB,stretching,base,0.9-1.2,0.0157934008,-0.0000791690,0.0242600000,0.0004576257,88.3023484561,0.0217090234,6.2930000000,8.3933984657,0.0465406271,6.9960000000,8.3402120236,,-3.9207685297,-7622.4922971161,-7572.7106775651,0.0223596139,0.0008017823
BP.SMNB-BP.VCAB,stretching,base,0.9-1.2,-0.0036091331,-0.0000868444,0.0242600000,0.0017455018,0.1564504630,0.0252903127,6.2930000000,8.3926879724,0.0507686484,6.9960000000,8.2769967995,,-3.7504869986,-7428.4597693316,-7378.6525361103,0.0256031540,0.0012556719
BP.VCAB-BP.VCAB,stretching,base,0.9-1.2,-0.0043712082,-0.0000089395,0.0242600000,0.0011657850,0.4106303665,0.0308749454,6.2930000000,8.5099968421,0.0620795579,6.9960000000,8.3254506056,,-3.3750515513,-7453.7798544976,-7403.8707098357,0.0287140645,0.0013614439
BP.CCRB-BP.CCRB,stretching,wlin,0.9-1.2,-0.0501957862,-0.0014382389,0.0242600000,0.0013430719,1.9708117402,0.0117523448,6.2930000000,7.9440150076,0.0242334176,6.9960000000,8.9228554727,0.0000121798,-4.0443248963,-7597.2813623400,-7543.7747647087,0.0172038003,0.0004912496
BP.CCRB-BP.EADB,stretching,wlin,0.9-1.2,-0.0422843974,-0.0043317876,0.0242600000,-0.0001826661,38.9923322360,0.0155197057,6.2930000000,8.4542385130,0.0451762943,6.9960000000,8.6179266861,0.0000110026,-4.1996139725,-7131.7898615929,-7078.6617901431,0.0204808350,0.0008561857
BP.CCRB-BP.FROB,stretching,wlin,0.9-1.2,-0.0020838427,-0.0033295652,0.0242600000,-0.0004550401,87.7168846958,0.0069386255,6.2930000000,11.6848967072,0.0387312341,6.9960000000,8.2078904750,0.0000107189,-7.3212904249,-5630.7446415890,-5580.6287066003,0.0198567190,0.0009117771
BP.CCRB-BP.JCSB,stretching,wlin,0.9-1.2,-0.0051388923,-0.0076158383,0.0242600000,-0.0014336986,89.6892704794,0.0064264688,6.2930000000,10.1369914946,0.0139548860,6.9960000000,9.1084404709,0.0000085476,-9.5590128198,-6119.5895735184,-6067.6033982131,0.0347338098,0.0023701792
BP.CCRB-BP.LCCB,stretching,wlin,0.9-1.2,-0.0202792987,-0.0036241785,0.0242600000,-0.0004499930,5.7824660995,0.0084807722,6.2930000000,7.5659293869,0.0177902840,6.9960000000,9.9020570597,0.0000131911,-4.2558738871,-7288.2782292294,-7235.1501577795,0.0189312671,0.0006017666
BP.CCRB-BP.MMNB,stretching,wlin,0.9-1.2,-0.0347324241,-0.0035840538,0.0242600000,-0.0007239728,0.5494086863,0.0154775707,6.2930000000,8.6478657232,0.0352146060,6.9960000000,8.6240712403,0.0000094630,-3.8622809594,-6883.4471122606,-6830.8312739330,0.0209564728,0.0008008013
BP.CCRB-BP.SCYB,stretching,wlin,0.9-1.2,-0.0491278340,-0.0013080749,0.0242600000,0.0011057427,44.0326739014,0.0053362891,6.2930000000,8.4333812704,0.0440763106,6.9960000000,8.4071000544,0.0000102195,-4.5988883312,-7534.4312232470,-7481.3327308771,0.0138580901,0.0003309414
BP.CCRB-BP.SMNB,stretching,wlin,0.9-1.2,-0.0660751273,-0.0025188766,0.0242600000,0.0011007303,0.9241158884,0.0078901004,6.2930000000,7.6928362169,0.0592972819,6.9960000000,8.0654002299,0.0000127588,-4.0648457002,-7060.5286512640,-7007.8514920680,0.0175282884,0.0005729031
BP.CCRB-BP.VCAB,stretching,wlin,0.9-1.2,-0.0286839643,-0.0029395396,0.0242600000,-0.0009793726,86.5477847845,0.0047282450,6.2930000000,11.8348027727,0.0822031902,6.9960000000,7.5741383727,0.0000120785,-3.3773136129,-6650.2259617549,-6597.3063712909,0.0318185448,0.0020028587
BP.EADB-BP.EADB,stretching,wlin,0.9-1.2,-0.0397826597,-0.0029505431,0.0242600000,-0.0005629986,54.2791376596,0.0126634679,6.2930000000,8.5715012126,0.0307887077,6.9960000000,8.9307371556,0.0000134536,-4.4314007414,-8319.3522172045,-8264.8249471201,0.0159375453,0.0004005858
BP.EADB-BP.FROB,stretching,wlin,0.9-1.2,-0.0285215438,-0.0066312985,0.0242600000,-0.0004477555,11.4844414140,0.0099858132,6.2930000000,7.5759755327,0.0214213275,6.9960000000,9.3476807384,0.0000118834,-9.0283826737,-6519.5053737402,-6467.6814976715,0.0195111091,0.0007164893
BP.EADB-BP.GHIB,stretching,wlin,0.9-1.2,-0.1553126147,-0.0098164945,0.0242600000,0.0009140879,10.3031956698,0.0006610413,6.2930000000,10.6237434292,0.0061575247,6.9960000000,11.8849811957,0.0000444304,-3.3826655414,-6510.5951300375,-6457.7357248662,0.0324500768,0.0025885140
BP.EADB-BP.JCNB,stretching,wlin,0.9-1.2,-0.1343328049,-0.0000865363,0.0242600000,0.0033738354,8.6344391579,0.0021055252,6.2930000000,11.6840592966,0.0111867511,6.9960000000,11.4942276604,0.0000334976,-3.5138266149,-5488.9239603497,-5438.1542563250,0.0402069784,0.0029723774
BP.EADB-BP.JCSB,stretching,wlin,0.9-1.2,-0.2158041409,-0.0002990707,0.0242600000,0.0044423076,47.4892189514,0.0025882772,6.2930000000,10.6611737323,0.0192866190,6.9960000000,11.5066944803,0.0000652180,-2.4077297955,-5771.6645359557,-5719.2656275723,0.0760119535,0.0088584301
BP.EADB-BP.LCCB,stretching,wlin,0.9-1.2,-0.0707871258,-0.0004236441,0.0242600000,0.0007089529,89.6702329810,0.0142441926,6.2930000000,8.9735151664,0.0305502901,6.9960000000,9.1668954989,0.0000210072,-3.9222639094,-7786.6413850642,-7732.1939514641,0.0234089351,0.0010783552
BP.EADB-BP.MMNB,stretching,wlin,0.9-1.2,-0.0446145376,-0.0064963373,0.0242600000,0.0006608205,60.8824381088,0.0163232424,6.2930000000,7.6847822440,0.0344242178,6.9960000000,9.2483595312,0.0000155731,-3.7153369165,-7420.2859998444,-7366.5800554811,0.0226480644,0.0009324403
BP.EADB-BP.SCYB,stretching,wlin,0.9-1.2,-0.0471051710,-0.0057921838,0.0242600000,-0.0006011630,88.4970065945,0.0016563442,6.2930000000,8.6995690045,0.0456751003,6.9960000000,8.6639122257,0.0000115826,-7.8704821475,-7871.9651913465,-7817.7602518241,0.0181387171,0.0006652507
BP.EADB-BP.SMNB,stretching,wlin,0.9-1.2,-0.0301015034,-0.0017937957,0.0242600000,0.0015346338,4.0330995887,0.0197322224,6.2930000000,7.6327456847,0.0454667313,6.9960000000,8.6893024625,0.0000075513,-9.2538641818,-7561.7100930856,-7507.9477495015,0.0200216088,0.0007344614
BP.EADB-BP.VCAB,stretching,wlin,0.9-1.2,-0.0594730166,-0.0019891631,0.0242600000,0.0004102586,84.9516762929,0.0111503209,6.2930000000,8.9538741761,0.0288618861,6.9960000000,9.1455239557,0.0000177940,-3.5924441157,-7518.6285592381,-7464.3964514718,0.0251617222,0.0014406043
BP.FROB-BP.JCSB,stretching,wlin,0.9-1.2,0.0174894965,-0.0059954477,0.0242600000,-0.0021939291,0.0647811650,0.0030491469,6.2930000000,11.8640429050,0.0079126435,6.9960000000,10.3913955733,0.0000102263,-8.3476512796,-5728.9863759348,-5677.9710505684,0.0311771681,0.0020732859
BP.FROB-BP.LCCB,stretching,wlin,0.9-1.2,-0.0212487889,-0.0012738145,0.0242600000,0.0015475129,0.0833665511,0.0111240242,6.2930000000,7.6976384235,0.0226798331,6.9960000000,8.9379949262,0.0000068001,-8.3189831335,-6349.6982811318,-6298.0057193109,0.0189145452,0.0009380331
BP.FROB-BP.MMNB,stretching,wlin,0.9-1.2,-0.0150591168,-0.0055472798,0.0242600000,-0.0004898884,89.7413078906,0.0028274373,6.2930000000,11.7897209045,0.0098067716,6.9960000000,11.2409264063,0.0000192185,-4.4509620814,-5960.3009093465,-5909.5312053218,0.0206868202,0.0008213873
BP.FROB-BP.SCYB,stretching,wlin,0.9-1.2,-0.0082462715,-0.0000379577,0.0242600000,0.0013540398,37.8907660631,0.0036441401,6.2930000000,7.7037925903,0.0127341886,6.9960000000,9.7550721575,0.0000084682,-7.4910971076,-6126.1595085035,-6074.7673451578,0.0239075181,0.0011465235
BP.FROB-BP.SMNB,stretching,wlin,0.9-1.2,-0.0122710845,-0.0001781817,0.0242600000,0.0003385951,76.8202461125,0.0055841294,6.2930000000,9.7153308046,0.0130915911,6.9960000000,8.8915336278,0.0000060951,-9.1145455894,-6435.4809878188,-6383.8877895389,0.0187329174,0.0006652378
BP.FROB-BP.VCAB,stretching,wlin,0.9-1.2,-0.0306257662,-0.0003440011,0.0242600000,-0.0005545587,1.3766844086,0.0148731811,6.2930000000,9.2945549366,0.0321817661,6.9960000000,8.6108936857,0.0000105930,-3.9062434401,-6189.2808205506,-6137.6876222708,0.0247897690,0.0012481813
BP.GHIB-BP.GHIB,stretching,wlin,0.9-1.2,-0.1719978159,-0.0023116557,0.0242600000,0.0014251821,28.1295614502,0.0267045567,6.2930000000,8.3306883883,0.0550086535,6.9960000000,8.2142490109,0.0000365885,-4.1558693357,-6298.6436064054,-6246.6574311001,0.0275596272,0.0015279096
BP.GHIB-BP.JCSB,stretching,wlin,0.9-1.2,-0.0835615241,-0.0008262485,0.0242600000,0.0012705613,72.2115866239,0.0056413591,6.2930000000,9.1483123664,0.0141152277,6.9960000000,9.7421343023,0.0000237692,-7.8597418331,-6416.7979698298,-6364.4931511213,0.0311236717,0.0016773163
BP.JCNB-BP.LCCB,stretching,wlin,0.9-1.2,-0.1130878384,-0.0002962508,0.0242600000,0.0007612698,17.4796091583,0.0188407776,6.2930000000,8.1160991382,0.0570569906,6.9960000000,8.2629758347,0.0000185906,-9.0334756094,-5651.7757843381,-5600.9707061420,0.0312563019,0.0019923798
BP.JCNB-BP.MMNB,stretching,wlin,0.9-1.2,0.0049876428,-0.0050427462,0.0242600000,-0.0011492939,88.8913710588,0.0033768738,6.2930000000,10.2421058337,0.0069898616,6.9960000000,9.7143358830,0.0000034728,-6.1729987603,-5174.9247150788,-5124.6606303387,0.0437738857,0.0039806618
BP.JCSB-BP.JCSB,stretching,wlin,0.9-1.2,0.0456586529,-0.0002727953,0.0242600000,-0.0007176536,0.3138530592,0.0026442011,6.2930000000,11.9003217839,0.0070885647,6.9960000000,11.7129341097,0.0000032467,-6.2797274764,-6839.2718735122,-6785.5095299281,0.0440162346,0.0034594527
BP.JCSB-BP.LCCB,stretching,wlin,0.9-1.2,-0.0772232084,-0.0005473164,0.0242600000,0.0016315111,0.0654403801,0.0036011157,6.2930000000,7.9354269538,0.0424697819,6.9960000000,8.6698311532,0.0000160797,-8.0546680628,-7144.5315742058,-7090.7130750269,0.0295687467,0.0019429462
BP.JCSB-BP.MMNB,stretching,wlin,0.9-1.2,-0.0547871357,-0.0007875018,0.0242600000,0.0011097791,87.7616802865,0.0053861465,6.2930000000,7.7113202650,0.0315681597,6.9960000000,8.9432559452,0.0000132267,-7.5122039956,-6832.8445675548,-6779.8650691507,0.0270348726,0.0014060723
BP.JCSB-BP.SCYB,stretching,wlin,0.9-1.2,-0.0468970334,-0.0000364162,0.0242600000,0.0006229955,86.4354898713,0.0048052533,6.2930000000,10.1109837321,0.0310932722,6.9960000000,8.9116998375,0.0000145016,-8.1141049385,-6643.0408191040,-6589.8832357232,0.0374834305,0.0027021345
BP.JCSB-BP.SMNB,stretching,wlin,0.9-1.2,-0.0480194596,-0.0034884270,0.0242600000,0.0003271701,78.9417741298,0.0104798610,6.2930000000,8.7828390289,0.0247402944,6.9960000000,8.7436496024,0.0000114211,-8.9621298369,-6668.2987014224,-6615.1116729554,0.0363616127,0.0026437544
BP.JCSB-BP.VCAB,stretching,wlin,0.9-1.2,-0.0286946555,-0.0025948557,0.0242600000,0.0013576370,0.8770504131,0.0065481200,6.2930000000,9.3637074865,0.0276166483,6.9960000000,8.4505565656,0.0000080011,-8.3682861405,-6785.1201158047,-6732.0809842684,0.0266854215,0.0017019215
BP.LCCB-BP.LCCB,stretching,wlin,0.9-1.2,-0.0387448038,-0.0000011554,0.0242600000,0.0019556368,0.2707080454,0.0000234169,6.2930000000,7.7502397715,0.0237919024,6.9960000000,9.9977200020,0.0000200284,-3.7172901760,-7855.5931589824,-7801.0129356680,0.0244957557,0.0011027220
BP.LCCB-BP.MMNB,stretching,wlin,0.9-1.2,-0.0160007861,-0.0029305372,0.0242600000,0.0002214358,77.8269412161,0.0014482144,6.2930000000,10.4395712629,0.0139210006,6.9960000000,11.6957160359,0.0000205221,-3.6730441828,-7230.6413286429,-7176.9353842797,0.0276138546,0.0014031445
BP.LCCB-BP.SCYB,stretching,wlin,0.9-1.2,-0.0133869479,-0.0022000317,0.0242600000,0.0007700502,30.3625137314,0.0021590333,6.2930000000,11.4026377116,0.0183477088,6.9960000000,9.7523265163,0.0000119380,-5.2840982368,-8164.6162049282,-8110.4384905467,0.0142315646,0.0003487459
BP.LCCB-BP.SMNB,stretching,wlin,0.9-1.2,-0.0280501263,-0.0010043087,0.0242600000,0.0014643120,10.8903952795,0.0034309885,6.2930000000,11.5880894334,0.0109785290,6.9960000000,11.9107836073,0.0000243990,-3.8828730229,-7583.9314505373,-7530.1129513583,0.0213476741,0.0007531533
BP.LCCB-BP.VCAB,stretching,wlin,0.9-1.2,0.0404546733,-0.0029966888,0.0242600000,0.0007926398,2.6767255387,0.0111113265,6.2930000000,7.7686258344,0.0234505241,6.9960000000,9.1733603392,-0.0000026651,-4.0257613780,-7687.5885582954,-7633.3022837840,0.0223823161,0.0010829301
